frame	time	Max Temp	units
498	2022-08-10 10:57:46.323000	4.339715e+02	C
499	2022-08-10 10:57:46.357000	4.288425e+02	C
500	2022-08-10 10:57:46.390000	4.302001e+02	C
501	2022-08-10 10:57:46.423000	4.365735e+02	C
502	2022-08-10 10:57:46.457000	4.303939e+02	C
503	2022-08-10 10:57:46.490000	4.362848e+02	C
504	2022-08-10 10:57:46.523000	4.428083e+02	C
505	2022-08-10 10:57:46.557000	4.403193e+02	C
506	2022-08-10 10:57:46.590000	4.435728e+02	C
507	2022-08-10 10:57:46.623000	4.372469e+02	C
508	2022-08-10 10:57:46.657000	4.370546e+02	C
509	2022-08-10 10:57:46.690000	4.409901e+02	C
510	2022-08-10 10:57:46.723000	4.347432e+02	C
511	2022-08-10 10:57:46.757000	4.344539e+02	C
512	2022-08-10 10:57:46.790000	4.423301e+02	C
513	2022-08-10 10:57:46.823000	4.505216e+02	C
514	2022-08-10 10:57:46.857000	4.386883e+02	C
515	2022-08-10 10:57:46.890000	4.413731e+02	C
516	2022-08-10 10:57:46.923000	4.509957e+02	C
517	2022-08-10 10:57:46.957000	4.555360e+02	C
518	2022-08-10 10:57:46.990000	4.535522e+02	C
519	2022-08-10 10:57:47.022000	4.567621e+02	C
520	2022-08-10 10:57:47.056000	4.681973e+02	C
521	2022-08-10 10:57:47.089000	4.639006e+02	C
522	2022-08-10 10:57:47.122000	4.732190e+02	C
523	2022-08-10 10:57:47.156000	4.737755e+02	C
524	2022-08-10 10:57:47.189000	4.769235e+02	C
525	2022-08-10 10:57:47.222000	4.784017e+02	C
526	2022-08-10 10:57:47.256000	4.804310e+02	C
527	2022-08-10 10:57:47.289000	4.834679e+02	C
528	2022-08-10 10:57:47.322000	4.896082e+02	C
529	2022-08-10 10:57:47.356000	4.875957e+02	C
530	2022-08-10 10:57:47.389000	4.887853e+02	C
531	2022-08-10 10:57:47.422000	4.971687e+02	C
532	2022-08-10 10:57:47.456000	4.984390e+02	C
533	2022-08-10 10:57:47.489000	4.973503e+02	C
534	2022-08-10 10:57:47.522000	4.956242e+02	C
535	2022-08-10 10:57:47.556000	5.013375e+02	C
536	2022-08-10 10:57:47.589000	5.015184e+02	C
537	2022-08-10 10:57:47.622000	5.007946e+02	C
538	2022-08-10 10:57:47.656000	5.003419e+02	C
539	2022-08-10 10:57:47.689000	5.014279e+02	C
540	2022-08-10 10:57:47.722000	5.077430e+02	C
541	2022-08-10 10:57:47.756000	5.090020e+02	C
542	2022-08-10 10:57:47.789000	5.104392e+02	C
543	2022-08-10 10:57:47.822000	5.144722e+02	C
544	2022-08-10 10:57:47.856000	5.200961e+02	C
545	2022-08-10 10:57:47.889000	5.202742e+02	C
546	2022-08-10 10:57:47.922000	5.278208e+02	C
547	2022-08-10 10:57:47.956000	5.209865e+02	C
548	2022-08-10 10:57:47.989000	5.151878e+02	C
549	2022-08-10 10:57:48.022000	5.110674e+02	C
550	2022-08-10 10:57:48.056000	5.091817e+02	C
551	2022-08-10 10:57:48.089000	5.074730e+02	C
552	2022-08-10 10:57:48.122000	5.057619e+02	C
553	2022-08-10 10:57:48.156000	5.035066e+02	C
554	2022-08-10 10:57:48.189000	5.029647e+02	C
555	2022-08-10 10:57:48.222000	5.004325e+02	C
556	2022-08-10 10:57:48.256000	4.998892e+02	C
557	2022-08-10 10:57:48.289000	4.990737e+02	C
558	2022-08-10 10:57:48.322000	5.037775e+02	C
559	2022-08-10 10:57:48.356000	5.012470e+02	C
560	2022-08-10 10:57:48.389000	5.052210e+02	C
561	2022-08-10 10:57:48.422000	5.090919e+02	C
562	2022-08-10 10:57:48.456000	5.090919e+02	C
563	2022-08-10 10:57:48.489000	5.095411e+02	C
564	2022-08-10 10:57:48.522000	5.088222e+02	C
565	2022-08-10 10:57:48.556000	5.086424e+02	C
566	2022-08-10 10:57:48.589000	5.116057e+02	C
567	2022-08-10 10:57:48.622000	5.082827e+02	C
568	2022-08-10 10:57:48.655000	5.101698e+02	C
569	2022-08-10 10:57:48.689000	5.090919e+02	C
570	2022-08-10 10:57:48.722000	5.137562e+02	C
571	2022-08-10 10:57:48.755000	5.153666e+02	C
572	2022-08-10 10:57:48.789000	5.150983e+02	C
573	2022-08-10 10:57:48.822000	5.174213e+02	C
574	2022-08-10 10:57:48.856000	5.160817e+02	C
575	2022-08-10 10:57:48.889000	5.169749e+02	C
576	2022-08-10 10:57:48.922000	5.151878e+02	C
577	2022-08-10 10:57:48.955000	5.125918e+02	C
578	2022-08-10 10:57:48.989000	5.083727e+02	C
579	2022-08-10 10:57:49.022000	4.997986e+02	C
580	2022-08-10 10:57:49.055000	4.948967e+02	C
581	2022-08-10 10:57:49.089000	4.911608e+02	C
582	2022-08-10 10:57:49.122000	4.839273e+02	C
583	2022-08-10 10:57:49.155000	4.807074e+02	C
584	2022-08-10 10:57:49.189000	4.801545e+02	C
585	2022-08-10 10:57:49.222000	4.782170e+02	C
586	2022-08-10 10:57:49.255000	4.781247e+02	C
587	2022-08-10 10:57:49.289000	4.737755e+02	C
588	2022-08-10 10:57:49.322000	4.758135e+02	C
589	2022-08-10 10:57:49.355000	4.772008e+02	C
590	2022-08-10 10:57:49.389000	4.805232e+02	C
591	2022-08-10 10:57:49.422000	4.803388e+02	C
592	2022-08-10 10:57:49.455000	4.845701e+02	C
593	2022-08-10 10:57:49.489000	4.882364e+02	C
594	2022-08-10 10:57:49.522000	4.929847e+02	C
595	2022-08-10 10:57:49.555000	4.975318e+02	C
596	2022-08-10 10:57:49.589000	5.120540e+02	C
597	2022-08-10 10:57:49.622000	5.070230e+02	C
598	2022-08-10 10:57:49.655000	5.158135e+02	C
599	2022-08-10 10:57:49.689000	5.162604e+02	C
600	2022-08-10 10:57:49.722000	5.240976e+02	C
601	2022-08-10 10:57:49.755000	5.238312e+02	C
602	2022-08-10 10:57:49.789000	5.272896e+02	C
603	2022-08-10 10:57:49.822000	5.253399e+02	C
604	2022-08-10 10:57:49.855000	5.162604e+02	C
605	2022-08-10 10:57:49.889000	5.070230e+02	C
606	2022-08-10 10:57:49.922000	5.076530e+02	C
607	2022-08-10 10:57:49.955000	4.984390e+02	C
608	2022-08-10 10:57:49.989000	5.024225e+02	C
609	2022-08-10 10:57:50.022000	5.000703e+02	C
610	2022-08-10 10:57:50.055000	4.966238e+02	C
611	2022-08-10 10:57:50.089000	4.978948e+02	C
612	2022-08-10 10:57:50.122000	4.914346e+02	C
613	2022-08-10 10:57:50.155000	4.897910e+02	C
614	2022-08-10 10:57:50.189000	4.926202e+02	C
615	2022-08-10 10:57:50.222000	4.928936e+02	C
616	2022-08-10 10:57:50.255000	4.928025e+02	C
617	2022-08-10 10:57:50.289000	4.928936e+02	C
618	2022-08-10 10:57:50.322000	4.870462e+02	C
619	2022-08-10 10:57:50.355000	4.864964e+02	C
620	2022-08-10 10:57:50.389000	4.857630e+02	C
621	2022-08-10 10:57:50.422000	4.924379e+02	C
622	2022-08-10 10:57:50.455000	4.872294e+02	C
623	2022-08-10 10:57:50.489000	4.928936e+02	C
624	2022-08-10 10:57:50.522000	4.968963e+02	C
625	2022-08-10 10:57:50.555000	4.994362e+02	C
626	2022-08-10 10:57:50.589000	5.048603e+02	C
627	2022-08-10 10:57:50.622000	5.083727e+02	C
628	2022-08-10 10:57:50.655000	5.125022e+02	C
629	2022-08-10 10:57:50.689000	5.196507e+02	C
630	2022-08-10 10:57:50.722000	5.222318e+02	C
631	2022-08-10 10:57:50.755000	5.203633e+02	C
632	2022-08-10 10:57:50.789000	5.053112e+02	C
633	2022-08-10 10:57:50.822000	4.927113e+02	C
634	2022-08-10 10:57:50.855000	4.862215e+02	C
635	2022-08-10 10:57:50.889000	4.914346e+02	C
636	2022-08-10 10:57:50.922000	4.811680e+02	C
637	2022-08-10 10:57:50.955000	4.796935e+02	C
638	2022-08-10 10:57:50.989000	4.807074e+02	C
639	2022-08-10 10:57:51.022000	4.841110e+02	C
640	2022-08-10 10:57:51.055000	4.804310e+02	C
641	2022-08-10 10:57:51.089000	4.816284e+02	C
642	2022-08-10 10:57:51.122000	4.905218e+02	C
643	2022-08-10 10:57:51.155000	4.874126e+02	C
644	2022-08-10 10:57:51.189000	4.962604e+02	C
645	2022-08-10 10:57:51.222000	4.995268e+02	C
646	2022-08-10 10:57:51.255000	5.018802e+02	C
647	2022-08-10 10:57:51.289000	5.035969e+02	C
648	2022-08-10 10:57:51.322000	5.078329e+02	C
649	2022-08-10 10:57:51.355000	5.080129e+02	C
650	2022-08-10 10:57:51.389000	5.100800e+02	C
651	2022-08-10 10:57:51.422000	5.173320e+02	C
652	2022-08-10 10:57:51.455000	5.152772e+02	C
653	2022-08-10 10:57:51.489000	5.204523e+02	C
654	2022-08-10 10:57:51.522000	5.197398e+02	C
655	2022-08-10 10:57:51.555000	5.140247e+02	C
656	2022-08-10 10:57:51.589000	5.048603e+02	C
657	2022-08-10 10:57:51.622000	5.007041e+02	C
658	2022-08-10 10:57:51.655000	4.847538e+02	C
659	2022-08-10 10:57:51.689000	4.833760e+02	C
660	2022-08-10 10:57:51.722000	4.784940e+02	C
661	2022-08-10 10:57:51.755000	4.678244e+02	C
662	2022-08-10 10:57:51.789000	4.556303e+02	C
663	2022-08-10 10:57:51.822000	4.673581e+02	C
664	2022-08-10 10:57:51.855000	4.670782e+02	C
665	2022-08-10 10:57:51.889000	4.665181e+02	C
666	2022-08-10 10:57:51.922000	4.700600e+02	C
667	2022-08-10 10:57:51.955000	4.701530e+02	C
668	2022-08-10 10:57:51.989000	4.731262e+02	C
669	2022-08-10 10:57:52.022000	4.710830e+02	C
670	2022-08-10 10:57:52.055000	4.740536e+02	C
671	2022-08-10 10:57:52.089000	4.771084e+02	C
672	2022-08-10 10:57:52.122000	4.853961e+02	C
673	2022-08-10 10:57:52.155000	4.913433e+02	C
674	2022-08-10 10:57:52.189000	5.025129e+02	C
675	2022-08-10 10:57:52.222000	5.098106e+02	C
676	2022-08-10 10:57:52.255000	5.136667e+02	C
677	2022-08-10 10:57:52.289000	5.208975e+02	C
678	2022-08-10 10:57:52.322000	5.131293e+02	C
679	2022-08-10 10:57:52.355000	5.166177e+02	C
680	2022-08-10 10:57:52.389000	5.127710e+02	C
681	2022-08-10 10:57:52.422000	5.061223e+02	C
682	2022-08-10 10:57:52.455000	4.989830e+02	C
683	2022-08-10 10:57:52.489000	4.810759e+02	C
684	2022-08-10 10:57:52.522000	4.764611e+02	C
685	2022-08-10 10:57:52.555000	4.686633e+02	C
686	2022-08-10 10:57:52.589000	4.579867e+02	C
687	2022-08-10 10:57:52.622000	4.582691e+02	C
688	2022-08-10 10:57:52.655000	4.645556e+02	C
689	2022-08-10 10:57:52.689000	4.614641e+02	C
690	2022-08-10 10:57:52.722000	4.617455e+02	C
691	2022-08-10 10:57:52.755000	4.684770e+02	C
692	2022-08-10 10:57:52.789000	4.670782e+02	C
693	2022-08-10 10:57:52.822000	4.771084e+02	C
694	2022-08-10 10:57:52.855000	4.759060e+02	C
695	2022-08-10 10:57:52.889000	4.786786e+02	C
696	2022-08-10 10:57:52.922000	4.825485e+02	C
697	2022-08-10 10:57:52.955000	4.870462e+02	C
698	2022-08-10 10:57:52.989000	4.967146e+02	C
699	2022-08-10 10:57:53.022000	4.973503e+02	C
700	2022-08-10 10:57:53.055000	5.077430e+02	C
701	2022-08-10 10:57:53.089000	5.150089e+02	C
702	2022-08-10 10:57:53.122000	5.202742e+02	C
703	2022-08-10 10:57:53.155000	5.170642e+02	C
704	2022-08-10 10:57:53.189000	5.172427e+02	C
705	2022-08-10 10:57:53.222000	5.119644e+02	C
706	2022-08-10 10:57:53.255000	5.174213e+02	C
707	2022-08-10 10:57:53.289000	5.117850e+02	C
708	2022-08-10 10:57:53.322000	5.088222e+02	C
709	2022-08-10 10:57:53.355000	5.027840e+02	C
710	2022-08-10 10:57:53.389000	4.934402e+02	C
711	2022-08-10 10:57:53.422000	4.917083e+02	C
712	2022-08-10 10:57:53.455000	4.872294e+02	C
713	2022-08-10 10:57:53.489000	4.907957e+02	C
714	2022-08-10 10:57:53.522000	4.931670e+02	C
715	2022-08-10 10:57:53.555000	4.846620e+02	C
716	2022-08-10 10:57:53.589000	4.888768e+02	C
717	2022-08-10 10:57:53.622000	4.864048e+02	C
718	2022-08-10 10:57:53.655000	4.897910e+02	C
719	2022-08-10 10:57:53.689000	4.969871e+02	C
720	2022-08-10 10:57:53.722000	4.968055e+02	C
721	2022-08-10 10:57:53.755000	4.988924e+02	C
722	2022-08-10 10:57:53.789000	4.984390e+02	C
723	2022-08-10 10:57:53.822000	4.982576e+02	C
724	2022-08-10 10:57:53.855000	5.040483e+02	C
725	2022-08-10 10:57:53.889000	5.081928e+02	C
726	2022-08-10 10:57:53.922000	5.086424e+02	C
727	2022-08-10 10:57:53.955000	5.114263e+02	C
728	2022-08-10 10:57:53.989000	5.120540e+02	C
729	2022-08-10 10:57:54.022000	5.124125e+02	C
730	2022-08-10 10:57:54.055000	5.093614e+02	C
731	2022-08-10 10:57:54.089000	5.069330e+02	C
732	2022-08-10 10:57:54.122000	5.067529e+02	C
733	2022-08-10 10:57:54.155000	5.002514e+02	C
734	2022-08-10 10:57:54.189000	4.920731e+02	C
735	2022-08-10 10:57:54.222000	4.774781e+02	C
736	2022-08-10 10:57:54.255000	4.760911e+02	C
737	2022-08-10 10:57:54.289000	4.712690e+02	C
738	2022-08-10 10:57:54.322000	4.796013e+02	C
739	2022-08-10 10:57:54.355000	4.766461e+02	C
740	2022-08-10 10:57:54.388000	4.763686e+02	C
741	2022-08-10 10:57:54.422000	4.818124e+02	C
742	2022-08-10 10:57:54.455000	4.829164e+02	C
743	2022-08-10 10:57:54.488000	4.853961e+02	C
744	2022-08-10 10:57:54.522000	4.831922e+02	C
745	2022-08-10 10:57:54.555000	4.811680e+02	C
746	2022-08-10 10:57:54.589000	4.899737e+02	C
747	2022-08-10 10:57:54.622000	4.919819e+02	C
748	2022-08-10 10:57:54.655000	4.988924e+02	C
749	2022-08-10 10:57:54.688000	5.062124e+02	C
750	2022-08-10 10:57:54.722000	5.119644e+02	C
751	2022-08-10 10:57:54.755000	5.172427e+02	C
752	2022-08-10 10:57:54.788000	5.167963e+02	C
753	2022-08-10 10:57:54.822000	5.163497e+02	C
754	2022-08-10 10:57:54.855000	5.146511e+02	C
755	2022-08-10 10:57:54.888000	5.166177e+02	C
756	2022-08-10 10:57:54.922000	5.071130e+02	C
757	2022-08-10 10:57:54.955000	5.033260e+02	C
758	2022-08-10 10:57:54.989000	4.981669e+02	C
759	2022-08-10 10:57:55.022000	4.904304e+02	C
760	2022-08-10 10:57:55.055000	4.906131e+02	C
761	2022-08-10 10:57:55.088000	4.817204e+02	C
762	2022-08-10 10:57:55.122000	4.759985e+02	C
763	2022-08-10 10:57:55.155000	4.696877e+02	C
764	2022-08-10 10:57:55.188000	4.671715e+02	C
765	2022-08-10 10:57:55.222000	4.702461e+02	C
766	2022-08-10 10:57:55.255000	4.791401e+02	C
767	2022-08-10 10:57:55.288000	4.690359e+02	C
768	2022-08-10 10:57:55.322000	4.681973e+02	C
769	2022-08-10 10:57:55.355000	4.658643e+02	C
770	2022-08-10 10:57:55.388000	4.669848e+02	C
771	2022-08-10 10:57:55.422000	4.691291e+02	C
772	2022-08-10 10:57:55.455000	4.713619e+02	C
773	2022-08-10 10:57:55.488000	4.782170e+02	C
774	2022-08-10 10:57:55.522000	4.895168e+02	C
775	2022-08-10 10:57:55.555000	4.931670e+02	C
776	2022-08-10 10:57:55.588000	5.007041e+02	C
777	2022-08-10 10:57:55.622000	5.038678e+02	C
778	2022-08-10 10:57:55.655000	5.064827e+02	C
779	2022-08-10 10:57:55.688000	5.120540e+02	C
780	2022-08-10 10:57:55.722000	5.079229e+02	C
781	2022-08-10 10:57:55.755000	5.090020e+02	C
782	2022-08-10 10:57:55.788000	5.044092e+02	C
783	2022-08-10 10:57:55.822000	4.941687e+02	C
784	2022-08-10 10:57:55.855000	4.959878e+02	C
785	2022-08-10 10:57:55.888000	4.840192e+02	C
786	2022-08-10 10:57:55.922000	4.839273e+02	C
787	2022-08-10 10:57:55.955000	4.840192e+02	C
788	2022-08-10 10:57:55.988000	4.694084e+02	C
789	2022-08-10 10:57:56.024000	4.721980e+02	C
790	2022-08-10 10:57:56.057000	4.768310e+02	C
791	2022-08-10 10:57:56.090000	4.780323e+02	C
792	2022-08-10 10:57:56.124000	4.809838e+02	C
793	2022-08-10 10:57:56.157000	4.859464e+02	C
794	2022-08-10 10:57:56.190000	4.796013e+02	C
795	2022-08-10 10:57:56.224000	4.553472e+02	C
796	2022-08-10 10:57:56.257000	4.291336e+02	C
797	2022-08-10 10:57:56.290000	4.158419e+02	C
798	2022-08-10 10:57:56.324000	4.008416e+02	C
799	2022-08-10 10:57:56.357000	3.932890e+02	C
800	2022-08-10 10:57:56.390000	3.823881e+02	C
801	2022-08-10 10:57:56.424000	3.748613e+02	C
802	2022-08-10 10:57:56.457000	3.662094e+02	C
803	2022-08-10 10:57:56.490000	3.577701e+02	C
804	2022-08-10 10:57:56.524000	3.524430e+02	C
805	2022-08-10 10:57:56.557000	3.482586e+02	C
806	2022-08-10 10:57:56.590000	3.432891e+02	C
807	2022-08-10 10:57:56.624000	3.369684e+02	C
808	2022-08-10 10:57:56.657000	3.369684e+02	C
809	2022-08-10 10:57:56.690000	3.314686e+02	C
810	2022-08-10 10:57:56.724000	3.292549e+02	C
811	2022-08-10 10:57:56.757000	3.279229e+02	C
812	2022-08-10 10:57:56.790000	3.270333e+02	C
813	2022-08-10 10:57:56.824000	3.263652e+02	C
814	2022-08-10 10:57:56.857000	3.251384e+02	C
815	2022-08-10 10:57:56.890000	3.232376e+02	C
816	2022-08-10 10:57:56.924000	3.217799e+02	C
817	2022-08-10 10:57:56.957000	3.184023e+02	C
818	2022-08-10 10:57:56.990000	3.174983e+02	C
819	2022-08-10 10:57:57.024000	3.165929e+02	C
820	2022-08-10 10:57:57.057000	3.123868e+02	C
821	2022-08-10 10:57:57.090000	3.114733e+02	C
822	2022-08-10 10:57:57.124000	3.069986e+02	C
823	2022-08-10 10:57:57.157000	3.067682e+02	C
824	2022-08-10 10:57:57.190000	3.044584e+02	C
825	2022-08-10 10:57:57.224000	3.053835e+02	C
826	2022-08-10 10:57:57.257000	3.052679e+02	C
827	2022-08-10 10:57:57.290000	3.028358e+02	C
828	2022-08-10 10:57:57.324000	3.014411e+02	C
829	2022-08-10 10:57:57.357000	3.003928e+02	C
830	2022-08-10 10:57:57.390000	2.938229e+02	C
831	2022-08-10 10:57:57.424000	2.939409e+02	C
832	2022-08-10 10:57:57.457000	2.872888e+02	C
833	2022-08-10 10:57:57.490000	2.862116e+02	C
834	2022-08-10 10:57:57.524000	2.803056e+02	C
835	2022-08-10 10:57:57.557000	2.754311e+02	C
836	2022-08-10 10:57:57.590000	1.555073e+02	C
837	2022-08-10 10:57:57.624000	1.464786e+02	C
838	2022-08-10 10:57:57.657000	1.169825e+02	C
839	2022-08-10 10:57:57.690000	1.125802e+02	C
840	2022-08-10 10:57:57.724000	1.408168e+02	C
841	2022-08-10 10:57:57.757000	1.468391e+02	C
842	2022-08-10 10:57:57.790000	1.500597e+02	C
843	2022-08-10 10:57:57.824000	1.518304e+02	C
844	2022-08-10 10:57:57.857000	1.459367e+02	C
845	2022-08-10 10:57:57.890000	1.462981e+02	C
846	2022-08-10 10:57:57.924000	1.491695e+02	C
847	2022-08-10 10:57:57.957000	1.428418e+02	C
848	2022-08-10 10:57:57.990000	1.466589e+02	C
849	2022-08-10 10:57:58.022000	1.437564e+02	C
850	2022-08-10 10:57:58.055000	1.439389e+02	C
851	2022-08-10 10:57:58.088000	1.389601e+02	C
852	2022-08-10 10:57:58.122000	1.368996e+02	C
853	2022-08-10 10:57:58.155000	1.334858e+02	C
854	2022-08-10 10:57:58.188000	1.311796e+02	C
855	2022-08-10 10:57:58.222000	1.304053e+02	C
856	2022-08-10 10:57:58.255000	1.309863e+02	C
857	2022-08-10 10:57:58.288000	1.305992e+02	C
858	2022-08-10 10:57:58.322000	1.315657e+02	C
859	2022-08-10 10:57:58.355000	1.332946e+02	C
860	2022-08-10 10:57:58.388000	1.338678e+02	C
861	2022-08-10 10:57:58.422000	1.370877e+02	C
862	2022-08-10 10:57:58.455000	1.365229e+02	C
863	2022-08-10 10:57:58.488000	1.298227e+02	C
864	2022-08-10 10:57:58.522000	1.296281e+02	C
865	2022-08-10 10:57:58.555000	1.256984e+02	C
866	2022-08-10 10:57:58.588000	1.231032e+02	C
867	2022-08-10 10:57:58.622000	1.222979e+02	C
868	2022-08-10 10:57:58.655000	1.218941e+02	C
869	2022-08-10 10:57:58.688000	1.198624e+02	C
870	2022-08-10 10:57:58.722000	1.210839e+02	C
871	2022-08-10 10:57:58.755000	1.188387e+02	C
872	2022-08-10 10:57:58.788000	1.192488e+02	C
873	2022-08-10 10:57:58.822000	1.157350e+02	C
874	2022-08-10 10:57:58.855000	1.161517e+02	C
875	2022-08-10 10:57:58.888000	1.142692e+02	C
876	2022-08-10 10:57:58.922000	1.123680e+02	C
877	2022-08-10 10:57:58.955000	1.108757e+02	C
878	2022-08-10 10:57:58.988000	1.159435e+02	C
879	2022-08-10 10:57:59.022000	1.123680e+02	C
880	2022-08-10 10:57:59.055000	1.113033e+02	C
881	2022-08-10 10:57:59.088000	1.087229e+02	C
882	2022-08-10 10:57:59.122000	1.110896e+02	C
883	2022-08-10 10:57:59.155000	1.085062e+02	C
884	2022-08-10 10:57:59.189000	1.065445e+02	C
885	2022-08-10 10:57:59.222000	1.067635e+02	C
886	2022-08-10 10:57:59.255000	1.047826e+02	C
887	2022-08-10 10:57:59.288000	1.182219e+02	C
888	2022-08-10 10:57:59.322000	1.323358e+02	C
889	2022-08-10 10:57:59.355000	1.365229e+02	C
890	2022-08-10 10:57:59.388000	1.351994e+02	C
